Year,Province name,Election ,Registered voters in district,Valid votes in district,Invalid votes,Candidate name,Candidate number,Candidate number of votes,Candidate elected to the DPD,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,"Hj. Nurmawati Dewi Bantilan, S.E",23,"135,845",1,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,"Hj. Samsudin Pay, S.Ag. M.Si",24,"58,116",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,"Shaleh Muhammad Aldjufri, Lc, M.A",25,"84,283",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,"Pdt. Dr. Silviana H. Pandegirot, M.Th",26,"40,963",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,"Supriadi, S.H",27,"31,808",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,Suwandhi Y. Ritupalu,28,"7,097",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,H. Syamsuddin Said,29,"16,171",,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,Yapto Suryo Saputro Bantilan ,30,-,,,,,,,,,,,,
2014,Sulawesi Tengah,DPD,,,,Zainuddin T. Aminullah,31,"10,738",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,"1,111,429",,,,,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. H. ABDUL JABBAR TOBA,1,"52,204",1,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,ABDUL MUIS,2,"18,084",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. ABDUL SAMAD, S.Sos",3,"23,358",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"ABDUL SYAHIR, S.Sos., S.H., M.H",4,"24,603",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"ADIPUTERA, S.T",5,"22,595",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"AFIAT TAWAKAL, S.SI",6,"25,706",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. AHYAR ANDI RAUF ,7,"29,454",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"ALEX PANGAIBALI, S.Th",8,"21,553",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"ALI LAOPA, S.H",9,"29,372",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. H. ANAS MAISA ,10,"11,969",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Ir. H. ANDI SYAMSUL BAHRI, M.Si",11,"12,693",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,ARSYAD,12,"19,614",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,ASMAUN PARATE,13,"5,471",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,ASMIN ,14,"5,772",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"BOSMAN, S.Si., S.H., M.H",15,"22,968",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"EDHI SUSILO HADISUTANTO, S.H",16,"11,641",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,H. HASAN KAMAL SAID ABD. QAHHAR MUDZAKKAR,17,"17,610",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H.HERRY HERMANSYAH SILONDAE, S.E",18,"26,187",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Drs. H. HOESEIN EFFENDY, S.H",19,"19,135",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. ILHAM,20,"13,975",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"IRWAN MUSTAKIM, S.T",21,"10,088",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. JUNAIS DARANGA, S.E",22,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Drs. H. KAMARUDDIN, M.H",23,"23,234",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. KASMIR,24,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"L.M. RUSMAN EMBA, S.T",25,"56,232",1,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"LA DJADI SIHARIS, M.SI",26,"17,419",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"LA ODE ABDUL AZIZ NADIA, S.Ag., M.Si",27,"15,101",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Drs. H. LA ODE ALI HANAFI, M.Si",28,"19,180",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. LA ODE ALI TANDA,29,"11,007",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"LA ODE ASADI, S.E., M.Si",30,"11,939",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"dr. H. LA ODE BARIUN, M.Kes",31,"13,483",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Drs. LA ODE DJABARU, M.Si",32,"10,555",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. LA ODE HAMIRU, M.Sc",33,"22,583",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"LA ODE RUSYAMIN, S.Km",34,"25,805",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,LA ODE SABRI,35,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,H.M. YASIN WELSON LAJAHA,36,"39,840",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. H. M. YUNUS SJAMSOEDDIN ,37,"11,952",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. MAS'UDI,38,"11,804",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"MASWATY MADJID, S.Km., M.Si",39,"18,638",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. MUCHLIS PATAHNA, S.H., M.Kn",40,"23,937",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. MUDAWING SAENONG,41,"6,007",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. H. MUH. RATMAN ,42,"15,932",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,MUHAMMAD KOBAR,43,"6,391",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"MULIATI SAIMAN, S.Si",44,"75,171",1,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. H. MUSTAFA RANSE AMIN,45,"7,605",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. PADANG SUGIARTO,46,"5,069",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,RAHMAN JIHAD,47,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Drs. SAIFUL AMIN,48,"25,173",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"SAIPUDDIN, S.P",49,"10,053",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,H. SUDARMAN SAFRIEN ,50,"9,735",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"SUHARMAN, S.Pi., M.S",51,"6,422",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. SUKIMAN PABELU, S.Sos",52,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"SYAM ABDUL DJALIL HAMRA, S.E",53,"13,578",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"TASLIMIN, S.P",54,"7,548",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"TATA SUNARTA, S.Pd., M.Pd",55,"11,809",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,TITING SURYANA SARANANI,56,"7,077",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,Ir. VENCE SAMUEL TUMANAN ,57,"25,678",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Ir. WA ODE HAMSINAH BOLU, M.Sc",58,"46,548",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"WENCESLAUS LA RANGKA, S.H",59,"4,949",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,YAFRUDDIN,60,-,,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"YAN SULAEMAN, S.E",61,"3,944",,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"Drs. H. YUSRAN A. SILONDAE, M.Si",62,"47,759",1,,,,,,,,,,,
2014,Sulawesi Tenggara,DPD,,,,"H. YUSRAN TARIDALA, S.P",63,"18,270",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,"1,390,215",,,,,,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Dr. Ir. Adolf Lucky Longdong, M.Ed",1,"27,759",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"H. Ali Hardi Kiaidemak, S.H., M.Si",2,"35,292",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Ir. Andry Harits Umboh, M.Si",3,"69,835",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Drs. Arudji Mongilong,4,"72,533",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Aryanthi Baramuli Putri, S.H., M.H.",5,"150,181",1,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Bachtiar Kodja, S.Sos",6,"12,788",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Baso Affandi ,7,"29,817",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Benny Rhamdani,8,"94,646",1,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Drs. Berny Tamara,9,"26,002",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Dolfie Maringka ,10,"8,293",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Drs. E.C. Harly Weku, M.M., Ak. ",11,"19,663",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Emmanuel J. Tular, S.I.P., M.Si",12,"18,904",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Fabian Richard Sarundajang,13,"127,508",1,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Hamdi Paputungan, SH",14,"38,734",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Dra. Hermin Ririswati Katamsi,15,"63,865",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Ismail Mo'o,16,"15,836",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Jhony Krisen,17,"39,088",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Jimmy Mikael Walewangko ,18,"17,965",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Joseph Theodorus Pati ,19,"14,342",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Prof. Dr. Ir. L. W. Sondakh, M.Ec.",20,"30,086",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,-,21,-,,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Ir. Marhany V.P. PUA,22,"86,457",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Marthin N. Mohede,23,"12,795",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Maya Rumantir,24,"206,946",1,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Ir. Stefanus B.A.N. Liow,25,"94,112",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"H. Sujahri Van Gobel, S.H., M.T.",26,"26,062",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Drs. Teddy Manueke, M.M. ",27,"24,339",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,Yuda Abram Mokoginta,28,"13,121",,,,,,,,,,,,
2014,Sulawesi Utara,DPD,,,,"Zeth Walo, S.Sos.",29,"13,246",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,"2,278,870",,,,,,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Hj. Afrizalty, S.H",1,"70,987",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"H. Alirman Sori, S.H., M.Hum., M.M. ",2,"123,140",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Ir. H. Andi Harmaini, M.M",3,"67,457",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Davip Maldian, S.Sos",4,"46,613",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Hj. Emma Yohanna,5,"314,053",1,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Dr. Ir. H. Herman Darnel Ibrahim, M.Sc",6,"135,787",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Drs. H. Irdinansyah Tarmizi,7,-,,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Irman Gusman,8,"407,443",1,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Jefrie Geovanie,9,"195,930",1,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Drs. Jhoni Afrizal ,10,"51,657",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"H. Leonardy Harmainy Dt. Bandaro Basa, S.I.P., M.H.",11,"146,466",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Drs. M. Sayuti, M.Pd",12,"29,501",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"H. M. Yamin Ferrianto Tara, S.E",13,"39,150",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Drs. H. Mardinas N. Syair, M.M., M.H",14,"58,130",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Masrizal Munaf, S.T., M.M",15,"81,595",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,H. Mizwar Abbas ,16,"53,503",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Muhammad Rahmad ,17,"107,656",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"H. Nofi Candra, S.E",18,"169,268",1,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Rahmad Hidayat,19,"17,311",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"H. Sani Mariko, SH, M.Hum ",20,"30,006",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,S.T. Khairul Azmi Dt. Bijo Dirajo,21,"24,373",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,Syafwan DT. Sampono Alam ,22,"12,604",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Yong Hendri, S.H",23,"18,022",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Zulherman, S.Pd., M.M",24,"50,644",,,,,,,,,,,,
2014,Sumatera Barat,DPD,,,,"Ir. H. Zulkarnain Kamsya, M.S",25,"27,574",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,"3,680,358",,,,,,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Abdul Aziz, S.H. ",1,"221,355",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Abdul Aziz Kamis,2,"122,648",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Achmad Barnas, S.E., M.M. ",3,"73,058",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Drs. H. Aidil Fitri Syah, M.M. ",4,"306,632",1,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Alamsyah Mustomi,5,"158,666",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Hj. Asmawati, S.E., M.M. ",6,"347,107",1,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Drs. H. Darwin Azhar, M.M. ",7,"103,444",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Drs. Daryono,8,"82,894",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Endu Santoso, S.T. ",9,"50,760",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Firmansyah, S.E., M.Si. ",10,"70,675",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Helmi Ibrahim, S.H., M.Hum.",11,"47,688",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Hendri Zainuddin ,12,"186,521",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"H. Idham Khalid, S.H. ",13,"30,333",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Kartila, S.E. ",14,"77,513",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,H.M. Basyir D.A,15,"122,332",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,H. Mohd. Lutfi Izzuddin,16,"83,622",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Dr. H. Much. Baryadi,17,"123,487",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Drs. H. Noviarman Kailani,18,"51,008",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Hj. Percha Leanpuri, B.Bus., M.B.A.",19,"834,342",1,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Hj. Rogayati Baidjuri, S.H.",20,"160,510",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Hj. Shinta Paramita Sari, S.H., M.Hum.",21,-,,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Siska Marleni, S.E., M.Si.",22,"221,444",1,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Hj. Siti Farida, S.Pd.",23,"24,430",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Solehun, M.Pd.",24,"29,115",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Drs. H. Syarifudin Ali Amin, S.H.",25,"29,882",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,Ir.Syukri Zuber ,26,"80,675",,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Taufikurrohman, S.Sos.",27,-,,,,,,,,,,,,
2014,Sumatera Selatan,DPD,,,,"Zulkifli, S.Pd.I.",28,"40,217",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,"5,484,280",,,,,,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Dr. Badikenita B.R Sitepu, S.E., M.Si",1,"383,569",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Dr. Ir. Benny Pasaribu, M.Ec.",2,"345,444",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Drs. Binrot Rajagukguk,3,"94,997",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Prof. Dr. Ir. Hj. Darmayanti Lubis ,4,"622,168",1,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Darwin Hamonangan Lubis,5,"129,928",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Dedi Iskandar Batubara, S.Sos., S.H., M.S.P.",6,"430,516",1,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Drs. E.B. Sinaga, M.M. ",7,"183,182",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Eddy G.P Manurung ,8,"143,943",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Ir. Edison Sianturi,9,-,,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Eka Dharmayanto, S.E.",10,"97,768",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Ir. Erick Sitompul, M.H. ",11,"75,879",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Drs. Haris ,12,"81,675",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Drs. H. Ibrahim Sakty Batubara, MAP",13,"274,519",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Manandus Sitanggang, S.Sos.",14,"92,156",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"H. Muhammad Nuh, M.S.P. ",15,"378,657",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Drs. Ir. Nagasakti Perangin-angin ,16,"66,912",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Parlindungan Purba, S.H., M.M. ",17,"440,032",1,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Rafdinal, S.Sos., M.A.P.",18,"83,739",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Rahmat Hidayat, S.E. ",19,"183,678",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Drs. H. Rijal Sirait ,20,"445,059",1,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,Rudolf Mazuoka Pardede,21,"226,487",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Drs. H. Syariful Mahya Bandar, M.A.P. ",22,"364,662",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Dr. Togu Harlen LBN. Raja, S.E., M.Si",23,"43,421",,,,,,,,,,,,
2014,Sumatera Utara,DPD,,,,"Turunan Gulo, S.P., M.S.P. ",24,"295,889",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,