Year,Province name,District number,Election ,Registered voters in district,Valid votes in district,Invalid votes in district,Party name,Party number,Party number of votes,Number of DPR seats,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Keadilan Sejahtera ,3,"102,966",,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"300,978",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Golongan Karya ,5,"144,563",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Gerakan Indonesia Raya ,6,"297,057",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Demokrat,7,"97,465",,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Amanat Nasional ,8,"110,604",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Persatuan Pembangunan ,9,"130,237",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Hati Nurani Rakyat ,10,"62,151",,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Bulan Bintang ,14,"18,055",,,,,,,,,,,,,,,,
2014,Jawa Tengah,7,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"3,781",,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,"2,781,889","1,774,130",131459,,,,,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Nasional Demokrat,1,"47,985",,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Kebangkitan Bangsa,2,"216,461",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Keadilan Sejahtera ,3,"81,773",,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"487,813",2,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Golongan Karya ,5,"296,890",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Gerakan Indonesia Raya ,6,"229,642",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Demokrat,7,"118,282",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Amanat Nasional ,8,"134,829",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Persatuan Pembangunan ,9,"97,771",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Hati Nurani Rakyat ,10,"49,274",,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Bulan Bintang ,14,"9,018",,,,,,,,,,,,,,,,
2014,Jawa Tengah,8,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"4,392",,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,"2,847,465","1,635,975",222326,,,,,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Nasional Demokrat,1,"62,146",,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Kebangkitan Bangsa,2,"282,131",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Keadilan Sejahtera ,3,"109,527",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"376,245",2,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Golongan Karya ,5,"234,622",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Gerakan Indonesia Raya ,6,"162,077",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Demokrat,7,"84,622",,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Amanat Nasional ,8,"103,357",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Persatuan Pembangunan ,9,"117,118",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Hati Nurani Rakyat ,10,"93,511",,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Bulan Bintang ,14,"6,489",,,,,,,,,,,,,,,,
2014,Jawa Tengah,9,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"4,130",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,"2,590,062","1,553,646",298552,,,,,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Nasional Demokrat,1,"86,383",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Kebangkitan Bangsa,2,"336,121",2,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Keadilan Sejahtera ,3,"83,612",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"313,293",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Golongan Karya ,5,"192,602",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Gerakan Indonesia Raya ,6,"136,674",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Demokrat,7,"81,109",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Amanat Nasional ,8,"117,612",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Persatuan Pembangunan ,9,"138,102",1,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Hati Nurani Rakyat ,10,"57,487",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Bulan Bintang ,14,"7,203",,,,,,,,,,,,,,,,
2014,Jawa Tengah,10,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"3,448",,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,"3,377,714","2,016,903",254732,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Nasional Demokrat,1,"67,451",,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Kebangkitan Bangsa,2,"385,629",2,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Keadilan Sejahtera ,3,"102,720",1,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"497,347",3,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Golongan Karya ,5,"133,644",1,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"250,459",1,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Demokrat,7,"186,270",1,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Amanat Nasional ,8,"196,645",1,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Persatuan Pembangunan ,9,"87,293",,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Hati Nurani Rakyat ,10,"87,069",,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Bulan Bintang ,14,"15,573",,,,,,,,,,,,,,,,
2014,Jawa Timur,1,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"6,803",,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,"2,330,650","1,561,686",288308,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Nasional Demokrat,1,"296,136",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Kebangkitan Bangsa,2,"299,534",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Keadilan Sejahtera ,3,"77,448",,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"150,395",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Golongan Karya ,5,"220,105",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Gerakan Indonesia Raya ,6,"184,263",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Demokrat,7,"121,303",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Amanat Nasional ,8,"35,305",,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Persatuan Pembangunan ,9,"104,711",1,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Hati Nurani Rakyat ,10,"57,632",,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Bulan Bintang ,14,"7,706",,,,,,,,,,,,,,,,
2014,Jawa Timur,2,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"7,148",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,"2,374,614","1,571,888",182481,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Nasional Demokrat,1,"91,838",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Kebangkitan Bangsa,2,"434,967",2,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Keadilan Sejahtera ,3,"80,360",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"254,532",1,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Golongan Karya ,5,"192,166",1,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Gerakan Indonesia Raya ,6,"143,379",1,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Demokrat,7,"129,880",1,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Amanat Nasional ,8,"39,671",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Persatuan Pembangunan ,9,"138,113",1,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Hati Nurani Rakyat ,10,"54,276",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Bulan Bintang ,14,"7,186",,,,,,,,,,,,,,,,
2014,Jawa Timur,3,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"5,520",,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,"2,560,561","1,627,760",171960,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Nasional Demokrat,1,"114,551",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Kebangkitan Bangsa,2,"338,523",2,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Keadilan Sejahtera ,3,"92,281",,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"248,968",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Golongan Karya ,5,"131,667",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Gerakan Indonesia Raya ,6,"285,750",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Demokrat,7,"131,743",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Amanat Nasional ,8,"134,691",1,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Persatuan Pembangunan ,9,"72,720",,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Hati Nurani Rakyat ,10,"46,578",,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Bulan Bintang ,14,"23,066",,,,,,,,,,,,,,,,
2014,Jawa Timur,4,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"7,222",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,"2,715,829","1,703,588",181570,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Nasional Demokrat,1,"122,385",1,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Kebangkitan Bangsa,2,"266,530",1,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Keadilan Sejahtera ,3,"68,050",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"444,112",3,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Golongan Karya ,5,"260,100",1,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Gerakan Indonesia Raya ,6,"199,899",1,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Demokrat,7,"104,411",1,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Amanat Nasional ,8,"86,699",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Persatuan Pembangunan ,9,"54,572",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Hati Nurani Rakyat ,10,"77,777",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Bulan Bintang ,14,"12,588",,,,,,,,,,,,,,,,
2014,Jawa Timur,5,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"6,465",,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,"3,239,204","2,170,507",332320,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Nasional Demokrat,1,"87,000",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Kebangkitan Bangsa,2,"308,253",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Keadilan Sejahtera ,3,"81,017",,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"666,338",3,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Golongan Karya ,5,"192,811",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Gerakan Indonesia Raya ,6,"229,513",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Demokrat,7,"171,222",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Amanat Nasional ,8,"246,975",1,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Persatuan Pembangunan ,9,"77,248",,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Hati Nurani Rakyat ,10,"81,857",,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Bulan Bintang ,14,"21,143",,,,,,,,,,,,,,,,
2014,Jawa Timur,6,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"7,130",,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,"3,051,528","1,974,764",316258,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Nasional Demokrat,1,"117,362",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Kebangkitan Bangsa,2,"232,005",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Keadilan Sejahtera ,3,"140,147",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"347,140",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Golongan Karya ,5,"224,850",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Gerakan Indonesia Raya ,6,"178,963",1,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Demokrat,7,"428,434",2,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Amanat Nasional ,8,"110,770",,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Persatuan Pembangunan ,9,"88,026",,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Hati Nurani Rakyat ,10,"83,324",,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Bulan Bintang ,14,"16,922",,,,,,,,,,,,,,,,
2014,Jawa Timur,7,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"6,821",,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,"3,487,830","2,211,226",507077,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Nasional Demokrat,1,"163,065",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Kebangkitan Bangsa,2,"378,531",2,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Keadilan Sejahtera ,3,"118,341",,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"420,196",2,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Golongan Karya ,5,"236,372",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Gerakan Indonesia Raya ,6,"284,944",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Demokrat,7,"205,557",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Amanat Nasional ,8,"133,289",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Persatuan Pembangunan ,9,"106,248",,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Hati Nurani Rakyat ,10,"131,355",1,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Bulan Bintang ,14,"21,496",,,,,,,,,,,,,,,,
2014,Jawa Timur,8,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"11,832",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,"1,955,519","1,247,817",244323,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Nasional Demokrat,1,"69,512",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Kebangkitan Bangsa,2,"275,141",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Keadilan Sejahtera ,3,"47,047",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"160,182",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Golongan Karya ,5,"132,904",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Gerakan Indonesia Raya ,6,"149,778",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Demokrat,7,"205,387",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Amanat Nasional ,8,"92,422",1,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Persatuan Pembangunan ,9,"59,656",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Hati Nurani Rakyat ,10,"38,621",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Bulan Bintang ,14,"8,625",,,,,,,,,,,,,,,,
2014,Jawa Timur,9,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"8,542",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,"1,989,333","1,284,768",207722,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Nasional Demokrat,1,"74,793",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Kebangkitan Bangsa,2,"251,178",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Keadilan Sejahtera ,3,"35,505",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"217,923",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Golongan Karya ,5,"223,961",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Gerakan Indonesia Raya ,6,"150,926",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Demokrat,7,"87,310",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Amanat Nasional ,8,"103,575",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Persatuan Pembangunan ,9,"103,518",1,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Hati Nurani Rakyat ,10,"21,475",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Bulan Bintang ,14,"6,938",,,,,,,,,,,,,,,,
2014,Jawa Timur,10,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"7,666",,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,"3,315,987","2,621,413",286687,,,,,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Nasional Demokrat,1,"291,378",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Kebangkitan Bangsa,2,"363,611",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Keadilan Sejahtera ,3,"44,195",,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"173,812",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Golongan Karya ,5,"193,641",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Gerakan Indonesia Raya ,6,"298,696",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Demokrat,7,"376,536",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Amanat Nasional ,8,"78,863",,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Persatuan Pembangunan ,9,"413,230",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Hati Nurani Rakyat ,10,"355,259",1,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Bulan Bintang ,14,"25,441",,,,,,,,,,,,,,,,
2014,Jawa Timur,11,DPR,,,,Partai Keadilan dan Persatuan Indonesia,15,"6,751",,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,"3,479,368","2,478,262",240534,,,,,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Nasional Demokrat,1,"168,741",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Kebangkitan Bangsa,2,"117,937",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Keadilan Sejahtera ,3,"102,146",,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Demokrasi Indonesia Perjuangan ,4,"817,770",3,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Golongan Karya ,5,"348,986",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Gerakan Indonesia Raya ,6,"236,281",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Demokrat,7,"196,890",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Amanat Nasional ,8,"196,212",1,,,,,,,,,,,,,,,
2014,Kalimantan Barat,1,DPR,,,,Partai Persatuan Pembangunan ,9,"136,564",1,,,,,,,,,,,,,,,
